index_time, globalTokenPositionCreationTime,num_candidates, num_clonePairs, total_run_time, searchTime,timeSpentInSearchingCandidates,timeSpentInProcessResult,operation,sortTime_during_indexing
0,0,0,0,3220342822,0,0,0,init
3513,73,0,0,3725241336,0,0,0,index,0
index_time, globalTokenPositionCreationTime,num_candidates, num_clonePairs, total_run_time, searchTime,timeSpentInSearchingCandidates,timeSpentInProcessResult,operation,sortTime_during_indexing
0,0,0,26,3148956842,2989,0,0,search
0,0,0,26,7103517023,6778,0,0,search
