1,571
2,123
3,138
4,97
5,110
6,133
7,107
8,111
9,147
10,98
11,107
12,95
13,176
14,103
15,118
16,469
17,157
18,99
19,92
20,109
21,90
22,136
23,103
24,131
25,725
26,110
27,206
28,118
29,97
30,105
31,174
32,105
33,1121
34,102
35,1319
36,102
37,134
38,176
39,378
40,293
41,102
42,110
43,136
44,93
45,95
46,75
47,140
48,74
49,67
50,116
51,82
52,95
53,133
54,78
55,87
56,73
57,74
58,71
59,79
60,78
61,92
62,119
63,109
64,112
65,71
66,53
67,155
68,128
69,75
70,68
71,131
72,179
73,99
74,72
75,63
76,41
77,81
78,69
79,65
80,73
81,66
82,98
83,59
84,39
85,41
86,82
87,47
88,41
89,56
90,37
91,79
92,57
93,31
94,29
95,53
96,32
97,27
98,46
99,25
100,33
101,30
102,23
103,25
104,19
105,34
106,32
107,30
108,25
109,23
110,22
111,21
112,27
113,21
114,26
115,290
116,51
117,50
118,47
119,32
120,33
121,23
122,46
123,60
124,26
125,28
126,72
127,41
128,33
129,39
130,26
131,32
132,44
133,29
134,33
135,29
136,29
137,37
138,26
139,32
140,44
141,34
142,28
143,1559
144,50
145,30
146,38
147,33
148,26
149,44
150,49
151,22
152,38
153,23
154,32
155,25
156,37
157,30
158,39
159,38
160,34
161,24
162,44
163,28
164,34
165,29
166,24
167,26
168,28
169,20
170,29
171,24
172,27
173,32
174,43
175,30
176,27
177,28
178,28
179,19
180,14
181,16
182,34
183,14
184,19
185,13
186,19
187,31
188,27
189,30
190,28
191,44
192,32
193,27
194,43
195,40
196,50
197,37
198,35
199,33
200,39
201,51
202,26
203,54
204,35
205,24
206,32
207,34
208,27
209,36
210,42
211,37
212,23
213,35
214,27
215,27
216,37
217,49
218,27
219,21
220,39
221,51
222,26
223,109
224,26
225,25
226,37
227,42
228,68
229,27
230,27
231,492
232,27
233,49
234,31
235,36
236,21
237,29
238,109
239,24
240,34
241,37
242,37
243,23
244,42
245,34
246,56
247,29
248,26
249,32
250,24
251,30
252,34
253,45
254,36
255,42
256,74
257,49
258,23
259,31
260,32
261,37
262,35
263,36
264,35
265,469
266,25
267,38
268,27
269,22
270,22
271,33
272,42
273,33
274,29
275,32
276,23
277,21
278,27
279,40
280,28
281,37
282,41
283,23
284,30
285,26
286,23
287,49
288,36
289,50
290,39
291,32
292,39
293,38
294,28
295,47
296,21
297,21
298,42
299,29
300,32
301,32
302,31
303,71
304,38
305,39
306,31
307,43
308,42
309,38
310,66
311,21
312,37
313,22
314,33
315,21
316,30
317,33
318,42
319,32
320,43
321,31
322,43
323,38
324,42
325,57
326,28
327,46
328,38
329,35
330,25
331,29
332,1073
333,169
334,38
335,25
336,20
337,23
338,22
339,24
340,20
341,3463
342,2112
343,21
344,19
345,30
346,20
347,23
348,35
349,36
350,38
351,30
352,24
353,24
354,19
355,18
356,21
357,75
358,30
359,29
360,29
361,20
362,23
363,30
364,33
365,22
366,19
367,48
368,23
369,22
370,36
371,41
372,32
373,30
374,20
375,25
376,49
377,27
378,37
379,33
380,31
381,33
382,27
383,28
384,25
385,21
386,18
387,28
388,27
389,41
390,16
391,25
392,24
393,26
394,93
395,23
396,31
397,20
398,19
399,299
400,18
401,45
402,42
403,17
404,34
405,39
406,32
407,35
408,45
409,32
410,21
411,21
412,38
413,18
414,19
415,21
416,35
417,31
418,22
419,46
420,18
421,28
422,18
423,40
424,19
425,24
426,30
427,26
428,23
429,18
430,28
431,23
432,29
433,24
434,21
435,40
436,21
437,21
438,11
439,50
440,27
441,28
442,69
443,21
444,28
445,45
446,22
447,49
448,24
449,21
450,17
451,29
452,24
453,21
454,22
455,18
456,19
457,21
458,16
459,31
460,19
461,23
462,17
463,17
464,15
465,20
466,27
467,19
468,22
469,17
470,26
471,31
472,31
473,17
474,34
475,27
476,24
477,17
478,20
479,12
480,49
481,21
482,19
483,27
484,47
485,21
486,23
487,40
488,16
489,16
490,23
491,20
492,30
493,36
494,19
495,12
496,23
497,23
498,16
499,25
500,19
501,23
502,25
503,26
504,18
505,19
506,15
507,15
508,18
509,17
510,22
511,142
512,32
513,21
514,18
515,17
516,20
517,24
518,23
519,19
520,22
521,27
522,21
523,17
524,17
525,659
526,22
527,18
528,23
529,19
530,21
531,19
532,26
533,16
534,20
535,21
536,34
537,17
538,24
539,19
540,38
541,17
542,14
543,39
544,22
545,27
546,46
547,18
548,38
549,29
550,20
551,16
552,34
553,22
554,13
555,30
556,19
557,23
558,23
559,22
560,19
561,11
562,19
563,457
564,24
565,27
566,23
567,28
568,44
569,47
570,158
571,28
572,21
573,48
574,42
575,31
576,22
577,30
578,18
579,21
580,17
581,17
582,28
583,27
584,18
585,409
586,80
587,28
588,37
589,19
590,18
591,118
592,36
593,38
594,26
595,26
596,24
597,36
598,47
599,24
600,17
601,15
602,24
603,14
604,16
605,17
606,22
607,20
608,28
609,18
610,29
611,29
612,34
613,672
614,418
615,20
616,30
617,25
618,40
619,29
620,31
621,24
622,37
623,18
624,73
625,26
626,25
627,46
628,17
629,93
630,22
631,18
632,29
633,20
634,40
635,18
636,24
637,22
638,22
639,32
640,23
641,13
642,10
643,17
644,17
645,41
646,14
647,39
648,179
649,24
650,21
651,16
652,16
653,40
654,526
655,27
656,29
657,17
658,29
659,30
660,30
661,18
662,544
663,40
664,26
665,27
666,17
667,19
668,1547
669,122
670,20
671,499
672,23
673,26
674,19
675,19
676,19
677,15
678,17
679,325
680,34
681,17
682,142
683,17
684,23
685,19
686,845
687,35
688,27
689,17
690,16
691,1241
692,2425
693,1644
694,37
695,27
696,70
697,78
698,46
699,18
700,18
701,18
702,21
703,19
704,35
705,27
706,53
707,17
708,888
709,16
710,16
711,84
712,18
713,16
714,17
715,18
716,15
717,17
718,23
719,41
720,19
721,18
722,32
723,18
724,24
725,23
726,32
727,20
728,16
729,256
730,16
731,25
732,19
733,16
734,17
735,20
736,22
737,213
738,19
739,19
740,18
741,19
742,30
743,28
744,52
745,26
746,25
747,20
748,27
749,25
750,24
751,16
752,18
753,17
754,20
755,18
756,20
757,23
758,19
759,17
760,23
761,27
762,20
763,18
764,19
765,23
766,22
767,26
768,20
769,24
770,16
771,16
772,21
773,27
774,19
775,21
776,27
777,26
778,31
779,17
